"time"	"wind"	"name"	"country"	"birth"	"race"	"location"	"date"	"age"
"621"	9.97	"+0.5"	"Asafa Powell"	"JAM"	1982-11-23	"1rA"	"Beograd"	2007-05-29	24.5119780971937
"622"	9.97	"-1.1"	"Tyson Gay"	"USA"	1982-08-09	"1s2"	"Indianapolis"	2007-06-22	24.8678986995209
"623"	9.97	"+1.9"	"Richard Thompson"	"TTO"	1985-06-07	"1"	"Fayetteville"	2008-05-31	22.9815195071869
"624"	9.97	"-0.1"	"Asafa Powell"	"JAM"	1982-11-23	"2"	"Kingston"	2008-06-28	25.596167008898
"625"	9.97	"-0.5"	"Marc Burns"	"TTO"	1983-01-07	"2"	"London"	2008-07-25	25.5468856947296
"626"	9.97	"-0.1"	"Marc Burns"	"TTO"	1983-01-07	"3s1"	"Beijing"	2008-08-16	25.6071184120465
"627"	9.97	"±0.0"	"Michael Frater"	"JAM"	1982-10-06	"6"	"Beijing"	2008-08-16	25.8617385352498
"628"	9.97	"-0.1"	"Churandy Martina"	"AHO"	1984-07-03	"1"	"Hengelo"	2009-06-01	24.911704312115
"629"	9.97	"-0.2"	"Asafa Powell"	"JAM"	1982-11-23	"2"	"Kingston"	2009-06-27	26.5927446954141
"630"	9.97	"+0.4"	"Daniel Bailey"	"ANT"	1986-09-09	"3"	"Roma"	2009-07-10	22.8336755646817
"631"	9.97	"+0.6"	"Mike Rodgers"	"USA"	1985-04-24	"2"	"Zagreb"	2009-08-31	24.35318275154
"632"	9.97	"±0.0"	"Usain Bolt"	"JAM"	1986-08-21	"2"	"Stockholm"	2010-08-06	23.958932238193
"633"	9.97	"+0.9"	"Christophe Lemaitre"	"FRA"	1990-06-11	"4"	"Rieti"	2010-08-29	20.2162902121834
"634"	9.97	"+2.0"	"Ngonidzashe Makusha"	"ZIM"	1987-03-11	"1"	"Durham"	2011-04-23	24.1177275838467
"635"	9.97	"-0.2"	"Steve Mullings"	"JAM"	1982-11-29	"2rA"	"Ostrava"	2011-05-31	28.5010266940452
"636"	9.97	"+1.3"	"Justin Gatlin"	"USA"	1982-02-10	"6"	"Eugene"	2011-06-04	29.3114305270363
"637"	9.97	"+1.3"	"Rakieem Salaam"	"USA"	1990-04-05	"2"	"Des Moines"	2011-06-10	21.1800136892539
"638"	9.97	"+0.5"	"Daniel Bailey"	"ANT"	1986-09-09	"1"	"Strasbourg"	2011-06-12	24.7556468172485
"639"	9.97	"+0.6"	"Yohan Blake"	"JAM"	1989-12-26	"1s1"	"Kingston"	2011-06-24	21.492128678987
"640"	9.97	"+0.5"	"Nickel Ashmeade"	"JAM"	1990-04-07	"1"	"Orlando"	2012-05-26	22.135523613963
"641"	9.97	"+0.7"	"Justin Gatlin"	"USA"	1982-02-10	"1h2"	"London"	2012-08-04	30.4804928131417
"642"	9.97	"+1.4"	"Ryan Bailey"	"USA"	1989-04-13	"3rA"	"Zürich"	2012-08-30	23.3812457221081
"643"	9.97	"+0.3"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"3"	"Bruxelles"	2012-09-07	20.6598220396988
"644"	9.97	"+1.2"	"Justin Gatlin"	"USA"	1982-02-10	"1rA"	"Ad-Dawhah"	2013-05-10	31.2443531827515
"645"	9.97	"+1.9"	"Dentarius Locke"	"USA"	1989-12-12	"1h1"	"Eugene"	2013-06-05	23.4798083504449
"646"	9.97	"-0.5"	"Nesta Carter"	"JAM"	1985-11-10	"1s2"	"Kingston"	2013-06-21	27.6112251882272
"647"	9.97	"+2.0"	"Kim Collins"	"SKN"	1976-04-05	"2rA"	"Lausanne"	2013-07-04	37.2457221081451
"648"	9.97	"-0.2"	"Nesta Carter"	"JAM"	1985-11-10	"2s1"	"Moskva"	2013-08-11	27.750855578371
"649"	9.97	"+0.4"	"James Dasaolu"	"GBR"	1987-09-05	"3s2"	"Moskva"	2013-08-11	25.9329226557153
"650"	9.97	"+0.1"	"Mike Rodgers"	"USA"	1985-04-24	"1rA"	"Zagreb"	2013-09-03	28.3613963039014
"651"	9.97	"+1.8"	"Trayvon Bromell"	"USA"	1995-07-10	"1"	"Eugene"	2014-06-13	18.9267624914442
"652"	9.97	"+0.3"	"Nickel Ashmeade"	"JAM"	1990-04-07	"1rA"	"Glasgow"	2014-07-11	24.2600958247776
"653"	9.97	"+0.3"	"Mike Rodgers"	"USA"	1985-04-24	"2rA"	"Glasgow"	2014-07-11	29.2128678986995
"654"	9.97	"+0.6"	"Andre De Grasse"	"CAN"	1994-11-10	"1"	"Westwood"	2015-05-17	20.5147159479808
"655"	9.97	"+1.1"	"Femi Ogunode"	"QAT"	1991-01-31	"1s2"	"Wuhan"	2015-06-03	24.3367556468172
"656"	9.97	"+1.0"	"Marvin Bracy"	"USA"	1993-12-15	"1h2"	"Birmingham"	2015-06-07	21.4757015742642
"657"	9.97	"+2.0"	"Adam Gemili"	"GBR"	1993-10-06	"2"	"Birmingham"	2015-06-07	21.6673511293634
"658"	9.97	"+2.0"	"Mike Rodgers"	"USA"	1985-04-24	"3"	"Birmingham"	2015-06-07	30.1190965092402
"659"	9.97	"±0.0"	"Mike Rodgers"	"USA"	1985-04-24	"3"	"Eugene"	2015-06-26	30.1711156741958
"660"	9.97	"+0.9"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"3"	"Kingston"	2015-06-26	23.4579055441478
"661"	9.97	"+0.8"	"Henricho Bruintjies"	"RSA"	1993-07-16	"1h1"	"La Chaux-de-Fonds"	2015-07-05	21.968514715948
"662"	9.97	"±0.0"	"Akani Simbine"	"RSA"	1993-09-21	"1"	"Gwangju"	2015-07-09	21.7960301163587
"663"	9.97	"+1.3"	"Mike Rodgers"	"USA"	1985-04-24	"1h1"	"Madrid"	2015-07-11	30.2121834360027
"664"	9.97	"-0.3"	"Tyson Gay"	"USA"	1982-08-09	"2"	"Monaco"	2015-07-17	32.9363449691992
"665"	9.97	"-0.2"	"Mike Rodgers"	"USA"	1985-04-24	"2h7"	"Beijing"	2015-08-22	30.3271731690623
"666"	9.97	"-0.4"	"Asafa Powell"	"JAM"	1982-11-23	"2s3"	"Beijing"	2015-08-23	32.7474332648871
"667"	9.97	"-0.1"	"Mike Rodgers"	"USA"	1985-04-24	"2"	"Beijing"	2016-05-18	31.066392881588
"668"	9.97	"+2.0"	"Tyson Gay"	"USA"	1982-08-09	"2h1"	"Montverde"	2016-06-11	33.8398357289528
"669"	9.97	"+1.7"	"Richard Thompson"	"TTO"	1985-06-07	"1r2"	"Port of Spain"	2016-06-25	31.0499657768652
"670"	9.97	"+0.2"	"Ben Youssef Meité"	"CIV"	1986-11-11	"2s1"	"Rio de Janeiro"	2016-08-14	29.7577002053388
"671"	9.97	"+0.6"	"Christian Coleman"	"USA"	1996-03-06	"1"	"Columbia"	2017-05-13	21.1854893908282
"672"	9.97	"+0.5"	"Jimmy Vicaut"	"FRA"	1992-02-27	"1"	"Dijon"	2017-05-21	25.2292950034223
"673"	9.97	"+0.6"	"Yohan Blake"	"JAM"	1989-12-26	"1rB"	"Kingston"	2017-06-10	27.4551676933607
"674"	9.97	"+1.5"	"Isiah Young"	"USA"	1990-01-05	"1h3"	"Sacramento"	2017-06-22	27.460643394935
"675"	9.97	"+1.5"	"Ramil Guliyev"	"TUR"	1990-05-29	"1"	"Bursa"	2017-07-06	27.1047227926078
"676"	9.97	"+0.4"	"Christian Coleman"	"USA"	1996-03-06	"1s3"	"London"	2017-08-05	21.4154688569473
"677"	9.97	"±0.0"	"Chijindu Ujah"	"GBR"	1994-03-05	"1"	"Zürich"	2017-08-24	23.4715947980835
"678"	9.97	"±0.0"	"Ben Youssef Meité"	"CIV"	1986-11-11	"2"	"Zürich"	2017-08-24	30.7843942505133
"679"	9.97	"+0.5"	"Ronnie Baker"	"USA"	1993-10-15	"1r2"	"Torrance"	2018-04-21	24.5147159479808
"680"	9.97	"+0.9"	"Jaylen Bacon"	"USA"	1996-08-05	"1s3"	"Sacramento"	2018-05-25	21.8015058179329
"681"	9.98	"+0.6"	"Silvio Leonard"	"CUB"	1955-09-20	"1"	"Guadalajara"	1977-08-11	21.8918548939083
"682"	9.98	"+1.6"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Modesto"	1985-05-11	23.8603696098563
"683"	9.98	"+0.3"	"Daniel Effiong"	"NGR"	1972-06-17	"2s1"	"Stuttgart"	1993-08-15	21.160848733744
"684"	9.98	"+1.6"	"Andre Cason"	"USA"	1969-01-20	"1h4"	"Knoxville"	1994-06-15	25.3990417522245
"685"	9.98	"+0.2"	"Davidson Ezinwa"	"NGR"	1971-11-22	"1h1"	"Linz"	1994-07-04	22.6146475017112
"686"	9.98	"+1.8"	"Linford Christie"	"GBR"	1960-04-02	"1s1"	"Victoria"	1994-08-23	34.3901437371663
"687"	9.98	"+0.6"	"Dennis Mitchell"	"USA"	1966-02-20	"1s1"	"Atlanta"	1996-06-15	30.3162217659138
"688"	9.98	"-0.1"	"Jon Drummond"	"USA"	1968-09-09	"1s2"	"Atlanta"	1996-06-15	27.7645448323066
"689"	9.98	"±0.0"	"Donovan Bailey"	"CAN"	1967-12-16	"1"	"Montréal"	1996-06-21	28.5147159479808
"690"	9.98	"+1.4"	"Percival Spencer"	"JAM"	1975-02-24	"1"	"Kingston"	1997-06-20	22.3189596167009
"691"	9.98	"-0.7"	"Frank Fredericks"	"NAM"	1967-10-02	"1rA"	"Zürich"	1997-08-13	29.864476386037
"692"	9.98	"+0.1"	"Jon Drummond"	"USA"	1968-09-09	"2rA"	"Berlin"	1998-09-01	29.9767282683094
"693"	9.98	"±0.0"	"Frank Fredericks"	"NAM"	1967-10-02	"2s1"	"Kuala Lumpur"	1998-09-17	30.9596167008898
"694"	9.98	"+1.6"	"Leonard Myles-Mills"	"GHA"	1973-05-09	"1"	"Boise"	1999-06-05	26.072553045859
"695"	9.98	"+0.4"	"Jason Gardener"	"GBR"	1975-09-18	"3"	"Lausanne"	1999-07-02	23.7864476386037
"696"	9.98	"+0.4"	"Coby Miller"	"USA"	1976-10-19	"1s1"	"Durham"	2000-06-02	23.6194387405886
"697"	9.98	"+2.0"	"Francis Obikwelu"	"NGR"	1978-11-22	"1"	"Braga"	2000-06-21	21.5797399041752
"698"	9.98	"-0.8"	"Maurice Greene"	"USA"	1974-07-23	"1r1"	"London"	2001-07-22	26.9979466119097
"699"	9.98	"-0.2"	"Ato Boldon"	"TTO"	1973-12-30	"3"	"Edmonton"	2001-08-05	27.5975359342916
"700"	9.98	"+0.6"	"Francis Obikwelu"	"NGR"	1978-11-22	"1"	"Berlin"	2001-08-31	22.7734428473648
"701"	9.98	"+1.4"	"Coby Miller"	"USA"	1976-10-19	"1"	"Portland"	2002-05-18	25.5770020533881
"702"	9.98	"+0.2"	"Kim Collins"	"SKN"	1976-04-05	"1"	"Manchester"	2002-07-27	26.3080082135524
"703"	9.98	"+1.6"	"Kim Collins"	"SKN"	1976-04-05	"1h2"	"Zürich"	2002-08-16	26.362765229295
"704"	9.98	"+2.0"	"Kim Collins"	"SKN"	1976-04-05	"2"	"Paris"	2002-09-14	26.4421629021218
"705"	9.98	"±0.0"	"Deji Aliu"	"NGR"	1975-11-22	"1"	"Abuja"	2003-07-19	27.6550308008214
"706"	9.98	"-0.2"	"Maurice Greene"	"USA"	1974-07-23	"1h2"	"London"	2004-07-30	30.0205338809035
"707"	9.98	"-1.6"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Monaco"	2004-09-18	21.8206707734428
"708"	9.98	"+1.9"	"Asafa Powell"	"JAM"	1982-11-23	"1h2"	"Athínai"	2005-06-14	22.5571526351814
"709"	9.98	"-0.9"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Oslo"	2006-06-02	23.523613963039
"710"	9.98	"+2.0"	"Derrick Atkins"	"BAH"	1984-01-05	"1r1"	"Berkeley"	2007-04-28	23.3100616016427
"711"	9.98	"+1.9"	"Tyson Gay"	"USA"	1982-08-09	"1h2"	"Indianapolis"	2007-06-21	24.8651608487337
"712"	9.98	"+1.0"	"Nesta Carter"	"JAM"	1985-11-10	"1rB"	"Stockholm"	2008-07-22	22.6967830253251
"713"	9.98	"±0.0"	"Darvis Patton"	"USA"	1977-12-04	"2rA"	"Monaco"	2008-07-29	30.6502395619439
"714"	9.98	"+0.2"	"Nesta Carter"	"JAM"	1985-11-10	"3rA"	"Lausanne"	2008-09-02	22.8117727583847
"715"	9.98	"+1.4"	"Michael Frater"	"JAM"	1982-10-06	"2"	"Rieti"	2008-09-07	25.9219712525667
"716"	9.98	"+0.4"	"Asafa Powell"	"JAM"	1982-11-23	"2h2"	"Roma"	2009-07-10	26.6283367556468
"717"	9.98	"+0.1"	"Tyson Gay"	"USA"	1982-08-09	"1q4"	"Berlin"	2009-08-15	27.0171115674196
"718"	9.98	"+0.2"	"Darvis Patton"	"USA"	1977-12-04	"3s1"	"Berlin"	2009-08-16	31.6988364134155
"719"	9.98	"-0.2"	"Richard Thompson"	"TTO"	1985-06-07	"3s2"	"Berlin"	2009-08-16	24.1916495550992
"720"	9.98	"±0.0"	"Mike Rodgers"	"USA"	1985-04-24	"4rA"	"Zürich"	2009-08-28	24.3449691991786
"721"	9.98	"±0.0"	"Walter Dix"	"USA"	1986-01-31	"1rA"	"Tallahassee"	2010-05-08	24.2655715263518
"722"	9.98	"+1.3"	"Christophe Lemaitre"	"FRA"	1990-06-11	"1"	"Valence"	2010-07-09	20.0766598220397
"723"	9.98	"+1.1"	"Christophe Lemaitre"	"FRA"	1990-06-11	"2h2"	"Rieti"	2010-08-29	20.2162902121834
"724"	9.98	"+0.9"	"Michael Frater"	"JAM"	1982-10-06	"5"	"Rieti"	2010-08-29	27.895961670089
"725"	9.98	"+0.5"	"Yohan Blake"	"JAM"	1989-12-26	"2"	"Strasbourg"	2011-06-12	21.4592744695414
"726"	9.98	"+0.6"	"Michael Frater"	"JAM"	1982-10-06	"2s1"	"Kingston"	2011-06-24	28.7145790554415
"727"	9.98	"+0.6"	"Nesta Carter"	"JAM"	1985-11-10	"2s2"	"Kingston"	2011-06-24	25.6180698151951
"728"	9.98	"+1.0"	"Rakieem Salaam"	"USA"	1990-04-05	"1"	"Auburn"	2012-04-21	22.0451745379877
"729"	9.98	"+1.5"	"Richard Thompson"	"TTO"	1985-06-07	"6"	"London"	2012-08-05	27.1622176591376
"730"	9.98	"+1.9"	"Gabriel Mvumvure"	"ZIM"	1988-02-23	"1rA"	"Montverde"	2013-06-08	25.2895277207392
"731"	9.98	"-1.2"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"2"	"Kingston"	2013-06-21	21.4455852156057
"732"	9.98	"+1.1"	"Charles Silmon"	"USA"	1991-07-04	"2"	"Des Moines"	2013-06-21	21.9657768651608
"733"	9.98	"+1.1"	"Mike Rodgers"	"USA"	1985-04-24	"3"	"Des Moines"	2013-06-21	28.1587953456537
"734"	9.98	"+0.2"	"Mike Rodgers"	"USA"	1985-04-24	"2rA"	"London"	2013-07-26	28.2546201232033
"735"	9.98	"-0.1"	"Mike Rodgers"	"USA"	1985-04-24	"1h6"	"Moskva"	2013-08-10	28.2956878850103
"736"	9.98	"-0.3"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"4"	"Moskva"	2013-08-11	21.5852156057495
"737"	9.98	"-0.3"	"Nickel Ashmeade"	"JAM"	1990-04-07	"5"	"Moskva"	2013-08-11	23.3456536618754
"738"	9.98	"-0.3"	"Jimmy Vicaut"	"FRA"	1992-02-27	"4"	"Zürich"	2013-08-29	21.5030800821355
"739"	9.98	"+0.6"	"Kemar Bailey-Cole"	"JAM"	1992-01-10	"5"	"Bruxelles"	2013-09-06	21.6563997262149
"740"	9.98	"+1.4"	"Simon Magakwe"	"RSA"	1985-05-25	"1"	"Pretoria"	2014-04-12	28.8815879534565
"741"	9.98	"+0.1"	"Mike Rodgers"	"USA"	1985-04-24	"3rA"	"Lausanne"	2014-07-03	29.1909650924025
"742"	9.98	"+0.3"	"Nesta Carter"	"JAM"	1985-11-10	"3rA"	"Glasgow"	2014-07-11	28.6652977412731
"743"	9.98	"-0.6"	"Usain Bolt"	"JAM"	1986-08-21	"1"	"Warszawa"	2014-08-23	28.0054757015743
"744"	9.98	"+1.8"	"Nesta Carter"	"JAM"	1985-11-10	"3rA"	"Kingston"	2015-05-09	29.492128678987
"745"	9.98	"+0.9"	"Jimmy Vicaut"	"FRA"	1992-02-27	"2rA"	"Roma"	2015-06-04	23.2662559890486
"746"	9.98	"+0.9"	"Mike Rodgers"	"USA"	1985-04-24	"3rA"	"Roma"	2015-06-04	30.1108829568789
"747"	9.98	"+1.7"	"Andre De Grasse"	"CAN"	1994-11-10	"2h1"	"Eugene"	2015-06-10	20.580424366872
"748"	9.98	"+1.8"	"Kim Collins"	"SKN"	1976-04-05	"1"	"Basseterre"	2015-06-13	39.1868583162218
"749"	9.98	"+1.0"	"Asafa Powell"	"JAM"	1982-11-23	"1h1"	"Kingston"	2015-06-25	32.5859000684463
"750"	9.98	"+0.9"	"Nesta Carter"	"JAM"	1985-11-10	"4"	"Kingston"	2015-06-26	29.6235455167693
"751"	9.98	"-0.8"	"Jimmy Vicaut"	"FRA"	1992-02-27	"5"	"London"	2015-07-24	23.4031485284052
"752"	9.98	"-0.4"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Bruxelles"	2015-09-11	33.5824777549624
"753"	9.98	"-0.4"	"Femi Ogunode"	"QAT"	1991-01-31	"2"	"Bruxelles"	2015-09-11	24.6105407255305
"754"	9.98	"+1.5"	"Wayde van Niekerk"	"RSA"	1992-07-15	"1"	"Bloemfontein"	2016-03-12	23.6577686516085
"755"	9.98	"-0.4"	"Usain Bolt"	"JAM"	1986-08-21	"1"	"Ostrava"	2016-05-20	29.7467488021903
"756"	9.98	"+1.0"	"Asafa Powell"	"JAM"	1982-11-23	"4rA"	"Kingston"	2016-06-11	33.5496235455168
"757"	9.98	"+1.6"	"Marvin Bracy"	"USA"	1993-12-15	"3"	"Eugene"	2016-07-03	22.54893908282
"758"	9.98	"+0.2"	"Akani Simbine"	"RSA"	1993-09-21	"3s1"	"Rio de Janeiro"	2016-08-14	22.8966461327858
"759"	9.98	"+1.1"	"Akani Simbine"	"RSA"	1993-09-21	"1h3"	"Pretoria"	2017-03-18	23.4880219028063
"760"	9.98	"+2.0"	"Odean Skeen"	"JAM"	1994-08-28	"1h4"	"Auburn"	2017-04-22	22.6502395619439
"761"	9.98	"+0.4"	"Ronnie Baker"	"USA"	1993-10-15	"2rA"	"Kingston"	2017-05-20	23.5947980835045
"762"	9.98	"-0.2"	"Christian Coleman"	"USA"	1996-03-06	"1q1"	"Lexington"	2017-05-26	21.2210814510609
"763"	9.98	"-0.7"	"Christian Coleman"	"USA"	1996-03-06	"2"	"Sacramento"	2017-06-23	21.2977412731006
"764"	9.98	"+0.9"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Székesfehérvár"	2017-07-04	35.3949349760438
"765"	9.98	"+0.2"	"Ben Youssef Meité"	"CIV"	1986-11-11	"2"	"Lausanne"	2017-07-06	30.6502395619439
"766"	9.98	"-0.3"	"Chijindu Ujah"	"GBR"	1994-03-05	"1"	"Rabat"	2017-07-16	23.3648186173854
"767"	9.98	"+0.7"	"Isiah Young"	"USA"	1990-01-05	"2"	"Monaco"	2017-07-21	27.5400410677618
"768"	9.98	"+0.4"	"Usain Bolt"	"JAM"	1986-08-21	"2s3"	"London"	2017-08-05	30.9568788501027
"769"	9.98	"+1.8"	"Yoshihide Kiryu"	"JPN"	1995-12-15	"1"	"Fukui"	2017-09-09	21.7357973990418
"770"	9.98	"+1.9"	"Andre Ewers"	"USA"	1995-06-07	"1s3"	"Tampa"	2018-05-25	22.9650924024641
"771"	9.99	"+1.3"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Houston"	1984-05-06	22.8473648186174
"772"	9.99	"+0.2"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Los Angeles"	1984-08-04	23.0937713894593
"773"	9.99	"+0.9"	"Carl Lewis"	"USA"	1961-07-01	"1"	"Zürich"	1984-08-22	23.1430527036277
"774"	9.99	"+1.4"	"Carl Lewis"	"USA"	1961-07-01	"1q5"	"Seoul"	1988-09-23	27.2306639288159
"775"	9.99	"+1.1"	"Calvin Smith"	"USA"	1961-01-08	"3"	"Seoul"	1988-09-24	27.709787816564
"776"	9.99	"+1.1"	"Dennis Mitchell"	"USA"	1966-02-20	"2s2"	"Tokyo"	1991-08-25	25.5085557837098
"777"	9.99	"+1.1"	"Linford Christie"	"GBR"	1960-04-02	"3s2"	"Tokyo"	1991-08-25	31.3949349760438
"778"	9.99	"+1.5"	"Andre Cason"	"USA"	1969-01-20	"1"	"Koblenz"	1991-09-11	22.6392881587953
"779"	9.99	"+1.0"	"Daniel Effiong"	"NGR"	1972-06-17	"1s1"	"Odessa"	1993-05-21	20.9253935660507
"780"	9.99	"+0.3"	"Dennis Mitchell"	"USA"	1966-02-20	"3"	"Stuttgart"	1993-08-15	27.482546201232
"781"	9.99	"+1.2"	"Davidson Ezinwa"	"NGR"	1971-11-22	"2r3"	"Lausanne"	1994-07-06	22.6201232032854
"782"	9.99	"+1.2"	"Dennis Mitchell"	"USA"	1966-02-20	"3r3"	"Lausanne"	1994-07-06	28.37234770705
"783"	9.99	"+1.9"	"Jon Drummond"	"USA"	1968-09-09	"2"	"Oslo"	1994-07-22	25.864476386037
"784"	9.99	"+0.5"	"Jon Drummond"	"USA"	1968-09-09	"2"	"Durham"	1994-08-13	25.9247091033539
"785"	9.99	"+1.5"	"Jon Drummond"	"USA"	1968-09-09	"1"	"Rieti"	1994-08-28	25.9657768651608
"786"	9.99	"+0.9"	"Donovan Bailey"	"CAN"	1967-12-16	"1"	"Baton Rouge"	1995-04-22	27.3483915126626
"787"	9.99	"+1.0"	"Frank Fredericks"	"NAM"	1967-10-02	"1"	"Villeneuve d'Ascq"	1996-05-25	28.6461327857632
"788"	9.99	"-0.3"	"Jon Drummond"	"USA"	1968-09-09	"1h1"	"Atlanta"	1996-06-14	27.7618069815195
"789"	9.99	"+0.7"	"Dennis Mitchell"	"USA"	1966-02-20	"4"	"Atlanta"	1996-07-27	30.4312114989733
"790"	9.99	"±0.0"	"Donovan Bailey"	"CAN"	1967-12-16	"1"	"Burnaby"	1997-05-18	29.4209445585216
"791"	9.99	"+1.2"	"Tim Montgomery"	"USA"	1975-01-28	"1q3"	"Athínai"	1997-08-02	22.5106091718001
"792"	9.99	"+0.5"	"Frank Fredericks"	"NAM"	1967-10-02	"1q6"	"Athínai"	1997-08-02	29.8343600273785
"793"	9.99	"-0.7"	"Maurice Greene"	"USA"	1974-07-23	"2rA"	"Zürich"	1997-08-13	23.0581793292266
"794"	9.99	"+0.4"	"Tim Montgomery"	"USA"	1975-01-28	"1"	"Monaco"	1997-08-16	22.54893908282
"795"	9.99	"-0.7"	"Donovan Bailey"	"CAN"	1967-12-16	"1"	"Köln"	1997-08-24	29.6892539356605
"796"	9.99	"+0.3"	"Frank Fredericks"	"NAM"	1967-10-02	"1rA"	"Berlin"	1997-08-26	29.9000684462697
"797"	9.99	"-0.5"	"Maurice Greene"	"USA"	1974-07-23	"1"	"Sydney"	1998-02-28	23.6030116358658
"798"	9.99	"±0.0"	"Ato Boldon"	"TTO"	1973-12-30	"2"	"Roma"	1998-07-14	24.5366187542779
"799"	9.99	"+0.1"	"Ato Boldon"	"TTO"	1973-12-30	"3rA"	"Berlin"	1998-09-01	24.6707734428474
"800"	9.99	"+1.1"	"Dwain Chambers"	"GBR"	1978-04-05	"2"	"Nürnberg"	1999-06-13	21.1882272416153
"801"	9.99	"-0.7"	"Maurice Greene"	"USA"	1974-07-23	"1"	"Zürich"	1999-08-11	25.0513347022587
"802"	9.99	"±0.0"	"Leonard Myles-Mills"	"GHA"	1973-05-09	"1"	"Johannesburg"	1999-09-15	26.3518138261465
"803"	9.99	"+0.4"	"Bernard Williams"	"USA"	1978-01-19	"2s1"	"Durham"	2000-06-02	22.3682409308693
"804"	9.99	"-0.3"	"Ato Boldon"	"TTO"	1973-12-30	"2"	"Sydney"	2000-09-23	26.7323750855578
"805"	9.99	"+1.1"	"Ato Boldon"	"TTO"	1973-12-30	"2rA"	"Lausanne"	2001-07-04	27.5099247091034
"806"	9.99	"+2.0"	"Bernard Williams"	"USA"	1978-01-19	"2"	"Oslo"	2001-07-13	23.4798083504449
"807"	9.99	"-0.2"	"Dwain Chambers"	"GBR"	1978-04-05	"4"	"Edmonton"	2001-08-05	23.3347022587269
"808"	9.99	"+0.6"	"Shawn Crawford"	"USA"	1978-01-14	"1rA"	"Pretoria"	2002-04-12	24.2409308692676
"809"	9.99	"+0.5"	"Brian Lewis"	"USA"	1974-12-05	"1"	"Cayenne"	2002-05-04	27.4113620807666
"810"	9.99	"+0.7"	"Maurice Greene"	"USA"	1974-07-23	"1s2"	"Palo Alto"	2002-06-21	27.9123887748118
"811"	9.99	"+0.4"	"Maurice Greene"	"USA"	1974-07-23	"1"	"Saint-Denis"	2002-07-05	27.9507186858316
"812"	9.99	"+0.1"	"Bernard Williams"	"USA"	1978-01-19	"2"	"Monaco"	2002-07-19	24.4955509924709
"813"	9.99	"+1.5"	"Mickey Grimes"	"USA"	1976-10-10	"1rB"	"Zürich"	2003-08-15	26.8446269678303
"814"	9.99	"+1.3"	"Kim Collins"	"SKN"	1976-04-05	"3rA"	"Zürich"	2003-08-15	27.3593429158111
"815"	9.99	"+1.8"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Spanish Town"	2004-06-12	21.5523613963039
"816"	9.99	"±0.0"	"Coby Miller"	"USA"	1976-10-19	"4"	"Sacramento"	2004-07-11	27.7262149212868
"817"	9.99	"-0.2"	"Asafa Powell"	"JAM"	1982-11-23	"2q5"	"Athínai"	2004-08-21	21.7440109514031
"818"	9.99	"+0.2"	"Shawn Crawford"	"USA"	1978-01-14	"2"	"Bruxelles"	2004-09-03	26.6365503080082
"819"	9.99	"+1.6"	"Abdul Aziz Zakari"	"GHA"	1976-09-02	"2"	"Athínai"	2005-06-14	28.7802874743326
"820"	9.99	"+1.0"	"Shawn Crawford"	"USA"	1978-01-14	"1s1"	"Carson"	2005-06-25	27.4442162902122
"821"	9.99	"+1.0"	"Darrel Brown"	"TTO"	1984-10-11	"2"	"Port of Spain"	2005-06-25	20.703627652293
"822"	9.99	"+1.8"	"Ronald Pognon"	"FRA"	1982-11-16	"1rA"	"Lausanne"	2005-07-05	22.6338124572211
"823"	9.99	"-1.0"	"Justin Gatlin"	"USA"	1982-02-10	"1s2"	"Helsinki"	2005-08-07	23.4880219028063
"824"	9.99	"±0.0"	"Justin Gatlin"	"USA"	1982-02-10	"1"	"Bruxelles"	2005-08-26	23.5400410677618
"825"	9.99	"+0.5"	"Abdul Aziz Zakari"	"GHA"	1976-09-02	"1"	"Rieti"	2005-08-28	28.9856262833676
"826"	9.99	"+1.3"	"Francis Obikwelu"	"POR"	1978-11-22	"1"	"Göteborg"	2006-08-08	27.709787816564
"827"	9.99	"+1.0"	"Marcus Brunson"	"USA"	1978-04-24	"4rA"	"Zürich"	2006-08-18	28.3175906913073
"828"	9.99	"+0.3"	"Asafa Powell"	"JAM"	1982-11-23	"1"	"Bruxelles"	2006-08-25	23.7535934291581
"829"	9.99	"+0.9"	"Samuel Francis"	"QAT"	1987-03-27	"1"	"Amman"	2007-07-26	20.331279945243
"830"	9.99	"+1.6"	"Mark Jelks"	"USA"	1984-04-10	"3q2"	"Eugene"	2008-06-28	24.2162902121834
"831"	9.99	"-0.1"	"Churandy Martina"	"AHO"	1984-07-03	"1q1"	"Beijing"	2008-08-15	24.1177275838467
"832"	9.99	"±0.0"	"Richard Thompson"	"TTO"	1985-06-07	"1q2"	"Beijing"	2008-08-15	23.1895961670089
